"Course Sections Id","Sec Name","Course Sec Meeting Id","Csm Start Date","Csm End Date","Csm Bldg","Csm Room","Csm Start Time","Csm End Time","Csm Monday","Csm Tuesday","Csm Wednesday","Csm Thursday","Csm Friday","Csm Saturday","Csm Sunday","Csm Frequency","Sec Status","Csm Days"
"97501","MATH-141-A","58617","2016/02/04 00:00:00","2016/05/19 00:00:00","OLIN","104","1900/01/01 09:15:00","1900/01/01 10:15:00","Y","","Y","","Y","","","W","A","MWF"
"97502","MATH-141-B","58618","2016/02/04 00:00:00","2016/05/19 00:00:00","OLIN","104","1900/01/01 11:00:00","1900/01/01 12:00:00","Y","","Y","","Y","","","W","A","MWF"
"98104","REL-101-I","58619","2016/02/04 00:00:00","2016/05/19 00:00:00","MAIN","112","1900/01/01 12:45:00","1900/01/01 14:15:00","","Y","","Y","","","","W","A","TR"
"97503","MATH-141-C","58620","2016/02/04 00:00:00","2016/05/19 00:00:00","OLIN","106","1900/01/01 14:45:00","1900/01/01 15:45:00","Y","","Y","","Y","","","W","A","MWF"
"98105","REL-101-J","58621","2016/02/04 00:00:00","2016/05/19 00:00:00","MAIN","112","1900/01/01 14:30:00","1900/01/01 16:00:00","","Y","","Y","","","","W","A","TR"
"97504","MATH-151-A","58622","2016/02/04 00:00:00","2016/05/19 00:00:00","OLIN","105","1900/01/01 08:00:00","1900/01/01 09:00:00","Y","","Y","","Y","","","W","A","MWF"
"97976","REL-112-A","58623","2016/02/04 00:00:00","2016/05/19 00:00:00","MAIN","214","1900/01/01 12:15:00","1900/01/01 13:15:00","Y","","Y","","Y","","","W","A","MWF"
"97506","MATH-152-A","58624","2016/02/04 00:00:00","2016/05/19 00:00:00","OLIN","105","1900/01/01 13:30:00","1900/01/01 14:30:00","Y","","Y","","Y","","","W","A","MWF"
"97507","MATH-152-B","58625","2016/02/04 00:00:00","2016/05/19 00:00:00","OLIN","108","1900/01/01 14:45:00","1900/01/01 15:45:00","Y","","Y","","Y","","","W","A","MWF"
"97978","REL-222-A","58626","2016/02/04 00:00:00","2016/05/19 00:00:00","MAIN","111","1900/01/01 08:00:00","1900/01/01 09:30:00","","Y","","Y","","","","W","A","TR"
"97979","REL-230-A","58627","2016/02/04 00:00:00","2016/05/19 00:00:00","OCKH","103","1900/01/01 12:45:00","1900/01/01 14:15:00","","Y","","Y","","","","W","A","TR"
"97509","MATH-220-A","58628","2016/02/04 00:00:00","2016/05/19 00:00:00","OLIN","108","1900/01/01 12:15:00","1900/01/01 13:15:00","Y","","Y","","Y","","","W","A","MWF"
"97905","PHIL-130-A","58629","2016/02/04 00:00:00","2016/05/19 00:00:00","OCKH","103","1900/01/01 12:45:00","1900/01/01 14:15:00","","Y","","Y","","","","W","A","TR"
"97510","MATH-220-B","58630","2016/02/04 00:00:00","2016/05/19 00:00:00","OLIN","108","1900/01/01 13:30:00","1900/01/01 14:30:00","Y","","Y","","Y","","","W","A","MWF"
